,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
73300,78703,House,1400.0,3.0,2.0,98.0,7.0,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials",100.0,moderate,30.279727696275078,-97.7593830889584,402.0
73321,78702,House,900.0,2.0,1.0,96.0,6.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Other pet(s),Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo",55.0,moderate,30.267639352407972,-97.70976260873665,250.0
73427,60622,House,1300.0,2.0,1.0,96.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",35.0,moderate,41.8975265876515,-87.67315488384683,145.0
73641,80218,Apartment,1200.0,2.0,2.0,93.0,7.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",85.0,strict,39.74494835840135,-104.97104599252224,119.0
73664,80204,Apartment,1388.0,1.0,2.5,90.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Essentials,Shampoo",50.0,moderate,39.724848903604986,-104.98930080173449,75.0
73688,80211,Condominium,900.0,1.0,1.5,100.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials",75.0,strict,39.7570602871933,-105.0102174819374,167.0
73754,94618,House,400.0,1.0,1.0,96.0,2.0,"TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo",50.0,moderate,37.83846303967896,-122.25810840347302,75.0
73910,20001,Apartment,505.0,1.0,1.0,96.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector",80.0,strict,38.898151154846204,-77.02241353994208,149.0
74147,97209,Condominium,350.0,0.0,1.0,96.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",60.0,moderate,45.52953095924126,-122.68931428593237,150.0
74180,92104,House,1600.0,3.0,2.0,99.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Breakfast,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",150.0,strict,32.74122075175911,-117.13717881352852,225.0
74213,92037,Apartment,750.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector",50.0,moderate,32.83076855394928,-117.27334781769028,59.0
74267,92109,Apartment,144.0,1.0,2.0,100.0,3.0,"TV,Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Free Parking on Premises,Elevator in Building,Hot Tub,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Iron,Laptop Friendly Workspace",50.0,moderate,32.81014538662965,-117.2680412225586,89.0
74483,94110,Apartment,140.0,1.0,1.0,96.0,2.0,"Cable TV,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials",30.0,strict,37.76172136525029,-122.42303520376518,90.0
74504,94123,Apartment,800.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",120.0,strict,37.80238277031988,-122.42902015506365,150.0
74517,94114,House,1800.0,3.0,2.0,100.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",75.0,moderate,37.758089730247114,-122.44311171859405,525.0
74548,94121,House,1200.0,3.0,1.0,91.0,6.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher",120.0,moderate,37.775724699285284,-122.48596958366957,371.0
74597,95003,House,1200.0,2.0,2.0,91.0,8.0,"Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Washer,Dryer",150.0,strict,36.97264650883639,-121.90370332974086,385.0
74605,98102,Apartment,750.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Wireless Internet,Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo",50.0,strict,47.643389989726074,-122.32582194935232,138.0
74850,94131,Apartment,1200.0,2.0,1.5,93.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",110.0,strict,37.745987813468844,-122.4453204670415,230.0
74904,98105,Apartment,750.0,0.0,1.0,95.0,4.0,"Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo",50.0,strict,47.658538900609166,-122.32581803195673,115.0
74923,98115,Apartment,550.0,1.0,1.0,97.0,4.0,"TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Indoor Fireplace,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo",40.0,strict,47.69154322660632,-122.3272879793948,110.0
74926,78756,House,800.0,2.0,1.0,96.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",75.0,strict,30.31851991919617,-97.73229353412157,129.0
74972,78704,Apartment,1170.0,1.0,1.0,100.0,2.0,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",70.0,strict,30.24575327131613,-97.74800373171287,172.0
74989,78704,Apartment,1000.0,2.0,1.0,100.0,6.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer",100.0,moderate,30.26058749116435,-97.77649106560413,375.0
75033,78701,Apartment,950.0,2.0,1.0,87.0,6.0,"Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo",100.0,strict,30.271054905302183,-97.74933312635076,375.0
75155,78745,Camper/RV,95.0,1.0,1.0,93.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Cat(s),Other pet(s),Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,Fire extinguisher",40.0,moderate,30.208666144108,-97.77080875738977,60.0
75222,78745,House,1500.0,2.0,2.0,93.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer",80.0,moderate,30.21698116355773,-97.77232790265501,250.0
75406,60657,House,2000.0,1.0,1.0,87.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",65.0,moderate,41.93464726647032,-87.65754490878075,75.0
75453,02125,House,2400.0,4.0,2.0,93.0,9.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials",200.0,strict,42.31418505456127,-71.06000714910215,175.0
75457,02116,House,2000.0,2.0,2.5,73.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",250.0,strict,42.34990066879407,-71.06960020992611,500.0
75750,80219,House,1400.0,3.0,1.0,94.0,6.0,"Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,strict,39.717031133687975,-105.03896291001725,76.0
75770,80205,Loft,933.0,1.0,1.0,99.0,3.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",40.0,moderate,39.75328672340513,-104.98812045263928,100.0
75950,90068,Apartment,0.0,1.0,1.0,92.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",7.0,strict,34.11131420840246,-118.3331981924992,60.0
76032,90802,Apartment,735.0,1.0,1.0,98.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Pets live on this property,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Essentials",95.0,moderate,33.7668356766564,-118.17798655618536,190.0
76173,94618,House,400.0,1.0,1.0,89.0,2.0,"Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,strict,37.83964714522397,-122.25206343471756,51.0
76182,94610,Apartment,950.0,1.0,1.0,99.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector",50.0,strict,37.81068637230736,-122.25524277282801,150.0
76190,94601,House,110.0,1.0,1.0,94.0,3.0,"TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Cat(s),Other pet(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Hair Dryer",20.0,strict,37.77731552546567,-122.20301065173544,55.0
76252,97218,House,650.0,1.0,1.0,98.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock",55.0,strict,45.55890259904605,-122.61832139624777,130.0
76480,91711,House,1800.0,3.0,2.0,99.0,6.0,"TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron",90.0,strict,34.100849362040876,-117.72520876530535,325.0
76486,90021,Loft,1100.0,1.0,1.0,98.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,strict,34.03839222374465,-118.22914629489479,225.0
76516,90066,House,0.0,1.0,1.0,98.0,2.0,"Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer",20.0,moderate,33.994678497726795,-118.43404261456615,68.0
76537,90014,Apartment,780.0,0.0,1.0,97.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Hot tub,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",40.0,moderate,34.04473751241015,-118.25091362151724,140.0
76611,92014,Bungalow,400.0,0.0,1.0,94.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Free Parking on Premises,Breakfast,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,strict,32.9352301885529,-117.25182760314785,125.0
76638,90066,House,400.0,1.0,1.0,94.0,3.0,"Internet,Wireless Internet,Free parking on premises,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Private entrance",50.0,moderate,33.986850318430136,-118.43266096205332,105.0
76661,90068,Apartment,1600.0,1.0,1.5,90.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Heating,Washer,Dryer",100.0,strict,34.10451876473752,-118.31959322966613,75.0
76695,90028,Apartment,0.0,1.0,1.0,88.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Gym,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,strict,34.101250489452674,-118.33895089441963,89.0
76751,90026,House,110.0,1.0,1.0,100.0,2.0,"Wireless Internet,Kitchen,Pets live on this property,Dog(s),Cat(s),Family/kid friendly",20.0,strict,34.07372376712053,-118.25172243201544,42.0
76824,92101,House,3600.0,8.0,5.0,100.0,16.0,"Cable TV,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Heating,Smoke Detector,Fire Extinguisher,Essentials,Shampoo",460.0,strict,32.725517401593905,-117.16208962525148,825.0
76840,94110,House,450.0,1.0,1.0,97.0,2.0,"TV,Cable TV,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance",50.0,moderate,37.751920245586064,-122.41365133271641,140.0
76912,94123,Apartment,1200.0,2.0,2.0,100.0,4.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Gym,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",75.0,strict,37.80025321438753,-122.43341996214369,325.0
77128,98117,House,2750.0,1.0,3.5,95.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Smoking Allowed,Breakfast,Hot Tub,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo",35.0,flexible,47.70155129107415,-122.36651127608059,65.0
77186,94132,House,600.0,1.0,1.0,97.0,2.0,"Wireless Internet,Hot tub,Indoor fireplace,Heating,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,moderate,37.720240209063455,-122.46663135675229,100.0
77233,98121,Apartment,420.0,1.0,1.0,92.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Safety Card,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron",96.0,strict,47.61486390395154,-122.34398542649116,100.0
77272,90803,Apartment,700.0,1.0,1.0,98.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",60.0,moderate,33.76316279787345,-118.15732611050665,149.0
77558,20005,House,4000.0,4.0,2.5,93.0,10.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",120.0,strict,38.906976137949826,-77.02699276815332,500.0
77579,20001,Apartment,1000.0,2.0,2.0,87.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",150.0,super_strict_30,38.89423150992365,-77.01865832188987,309.0
77586,20001,Apartment,750.0,1.0,1.0,80.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Gym,Elevator in building,Heating,Washer,Dryer",150.0,super_strict_30,38.899045883760685,-77.0159983015945,239.0
77717,20009,Apartment,900.0,2.0,1.0,93.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Hair dryer,Iron",70.0,strict,38.920487780816025,-77.0335758892313,400.0
77723,20002,House,400.0,1.0,1.0,93.0,1.0,"TV,Cable TV,Wireless Internet,Air conditioning,Pets live on this property,Dog(s),Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",45.0,moderate,38.89244428489381,-76.99370842492962,100.0
77874,97209,Apartment,1000.0,2.0,2.0,91.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Hot tub,Heating,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",195.0,strict,45.52750925257384,-122.67225482697016,100.0
77902,97211,House,150.0,1.0,1.0,99.0,1.0,"Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",15.0,strict,45.56273774196315,-122.62891556436449,60.0
77908,97219,House,300.0,1.0,1.0,94.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",55.0,strict,45.47012837657069,-122.71408659319029,120.0
77926,92102,Condominium,0.0,1.0,1.0,89.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron",25.0,moderate,32.7222115422692,-117.13266929677219,160.0
77933,92117,House,1500.0,2.0,1.0,99.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Breakfast,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",120.0,strict,32.807563248591364,-117.1968215582839,229.0
78202,98102,Apartment,1200.0,2.0,2.0,90.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo",40.0,strict,47.62545592150917,-122.32174151696009,325.0
78237,94114,Apartment,1200.0,1.0,1.5,93.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,strict,37.76002858695403,-122.43928249368744,89.0
78269,94115,Apartment,575.0,1.0,1.0,95.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,37.778124639886364,-122.43756133570987,155.0
78349,94131,House,2000.0,2.0,1.5,90.0,4.0,"Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer",75.0,moderate,37.73868155396407,-122.42948521039742,250.0
78446,94110,Apartment,3000.0,1.0,1.0,91.0,6.0,"TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",150.0,strict,37.72924027325583,-122.42652976823575,120.0
78476,95033,House,400.0,1.0,1.0,100.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Cat(s),Other pet(s),Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo",35.0,moderate,37.1035673869564,-121.9446836218623,145.0
78490,98107,House,485.0,1.0,1.0,98.0,3.0,"TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher",45.0,strict,47.67582151758453,-122.38971013062893,97.0
78723,94609,Apartment,200.0,1.0,1.0,100.0,2.0,"Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials",80.0,strict,37.84466439465321,-122.26414115666672,245.0
78736,80211,Loft,800.0,0.0,1.0,97.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",75.0,strict,39.758784474281406,-105.01352849523899,149.0
78760,80206,House,2500.0,3.0,2.5,99.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Hot Tub,Indoor Fireplace,Heating,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",175.0,strict,39.73729239697935,-104.9501289219505,195.0
78851,80204,Condominium,700.0,1.0,1.0,96.0,4.0,"TV,Internet,Wireless Internet,Air Conditioning,Wheelchair Accessible,Pool,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,24-Hour Check-in,Hangers,Hair Dryer",30.0,strict,39.735330408156656,-104.9920913883393,140.0
78894,60640,Apartment,1350.0,1.0,1.0,98.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,moderate,41.967977146167605,-87.65122778834323,48.0
78913,60647,Apartment,750.0,2.0,1.0,97.0,4.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Private entrance",35.0,moderate,41.93065451091687,-87.70088542382658,140.0
